fecha,valor
1980-01-01,0.8146837826093004
1981-01-01,1.880539527136724
1982-01-01,5.360105948510464
1983-01-01,22.88754199818688
1984-01-01,152.73149685604378
1985-01-01,1196.7345006295488
1986-01-01,2062.282727114424
1987-01-01,5.273630965422748
1988-01-01,22.90268169876855
1989-01-01,733.5111996688763
1990-01-01,12361.699699327948
1991-01-01,30388.5047812678
1992-01-01,36612.77065411
1993-01-01,38676.3481022789
1994-01-01,42545.422291704
1995-01-01,44059.07807455436
1996-01-01,43996.79694474957
1997-01-01,46753.390918744095
1998-01-01,47321.33703149221
1999-01-01,49870.0894186505
2000-01-01,49586.62211350864
2001-01-01,48739.73672365832
2002-01-01,46877.53646389754
2003-01-01,58302.209088322925
2004-01-01,64014.8674450582
2005-01-01,84377.50025069165
2006-01-01,103471.58326672442
2007-01-01,151229.86314473723
2008-01-01,209601.76143318863
2009-01-01,269647.57712009345
2010-01-01,349761.1945183823
2011-01-01,483378.8679850301
2012-01-01,612581.9420211498
2013-01-01,805179.6601615961
2014-01-01,1195376.9746072572
2015-01-01,1543602.7596179538
2016-01-01,2251147.7071815077
2017-01-01,2741046.770757353
2018-01-01,3593790.954189633
2019-01-01,5210458.313424823
2020-01-01,7484451.739436583
2021-01-01,11236814.332651874
2022-01-01,19435829.773773223
2023-01-01,42674022.67512053
