fecha,valor
1980-01-01,1.2366963904664272
1981-01-01,2.706814305324251
1982-01-01,7.056975255917009
1983-01-01,32.001459166682864
1984-01-01,228.37241089398825
1985-01-01,1780.4300112664007
1986-01-01,3269.22063756067
1987-01-01,8.170917423714004
1988-01-01,35.2613137610363
1989-01-01,1081.782781178833
1990-01-01,19759.521068306403
1991-01-01,51371.632500926746
1992-01-01,66055.03883737564
1993-01-01,75001.781702151
1994-01-01,81937.66617675583
1995-01-01,83717.12552386298
1996-01-01,83127.59876343721
1997-01-01,88902.42424057808
1998-01-01,92554.27709521896
1999-01-01,97057.55664408852
2000-01-01,96143.63438470857
2001-01-01,95649.74613980707
2002-01-01,90984.35916788327
2003-01-01,110703.313363987
2004-01-01,129041.48019344112
2005-01-01,169268.43648034104
2006-01-01,212233.2463318268
2007-01-01,291373.435905679
2008-01-01,394469.6812842149
2009-01-01,497481.59029576177
2010-01-01,635942.5141811651
2011-01-01,871755.6156033891
2012-01-01,1088910.175772103
2013-01-01,1434958.7396225394
2014-01-01,2060288.3590367967
2015-01-01,2756906.373507313
2016-01-01,3892578.665290696
2017-01-01,4930123.1056245575
2018-01-01,6427207.633565689
2019-01-01,9370031.66731166
2020-01-01,12884750.78684394
2021-01-01,19785873.60087599
2022-01-01,34926148.24292125
2023-01-01,80134650.37281485
